train_domains,test_domains,fraction,method,avg_acc,worst_acc,train_loss,val_loss
['photo'],"['art_painting', 'cartoon', 'sketch']",0.1,CORAL,0.38492761812767856,0.3662109375,1.9052815437316895,1.9314671018155998
['photo'],"['art_painting', 'cartoon', 'sketch']",0.1,CORAL+NC,0.4968132049455914,0.37890625,1.9068482398986817,1.9206189330936414
['photo'],"['art_painting', 'cartoon', 'sketch']",0.2,ERM,0.5765097175585228,0.44580078125,1.8614976048469543,1.9080757214225008
['photo'],"['art_painting', 'cartoon', 'sketch']",0.2,ERM+NC,0.46993350473712536,0.3191651819801476,1.862883496284485,1.9054022513868458
['photo'],"['art_painting', 'cartoon', 'sketch']",0.2,CORAL,0.5796807508825144,0.5264505119453925,1.856886661052704,1.9065114582941811
['photo'],"['art_painting', 'cartoon', 'sketch']",0.2,CORAL+NC,0.41190580320735365,0.32196487655892086,1.856826400756836,1.9094466540474766
['photo'],"['art_painting', 'cartoon', 'sketch']",0.5,ERM,0.8405923565545615,0.7505726648002036,1.7305989632239709,1.8449145637199955
['photo'],"['art_painting', 'cartoon', 'sketch']",0.5,ERM+NC,0.8886834150150705,0.8427080682107406,1.731297295827132,1.8405724416447342
['photo'],"['art_painting', 'cartoon', 'sketch']",0.5,CORAL,0.8636602991017628,0.8142020870450496,1.7390684622984667,1.8435103409769862
['photo'],"['art_painting', 'cartoon', 'sketch']",0.5,CORAL+NC,0.8688458087334857,0.7490455586663273,1.735709277483133,1.8386180593791337
['photo'],"['art_painting', 'cartoon', 'sketch']",0.8,ERM,0.8441295313613425,0.7798421990328328,1.6053296880024235,1.782627491597528
['photo'],"['art_painting', 'cartoon', 'sketch']",0.8,ERM+NC,0.8536051020370445,0.81005859375,1.6229946787764387,1.7903535825969394
['photo'],"['art_painting', 'cartoon', 'sketch']",0.8,CORAL,0.8948199426585074,0.829727666072792,1.6139189295652436,1.7827158115565453
['photo'],"['art_painting', 'cartoon', 'sketch']",0.8,CORAL+NC,0.8352725692291644,0.7520997709340799,1.6174091885729533,1.791252888129695
['sketch'],"['art_painting', 'cartoon', 'photo']",0.1,ERM,0.5476021286937643,0.4718562874251497,1.8403459191322327,1.9007469042714804
['sketch'],"['art_painting', 'cartoon', 'photo']",0.1,ERM+NC,0.4953692504336464,0.40966796875,1.8474295536677043,1.9050811581246156
['sketch'],"['art_painting', 'cartoon', 'photo']",0.1,CORAL,0.40268169266203085,0.3464163822525597,1.8387647966543834,1.9039741677499589
['sketch'],"['art_painting', 'cartoon', 'photo']",0.1,CORAL+NC,0.5956922731967805,0.5383233532934132,1.8415239651997883,1.9048360866151184
['sketch'],"['art_painting', 'cartoon', 'photo']",0.2,ERM,0.6128210821850327,0.5712890625,1.757513498266538,1.8599802692429452
['sketch'],"['art_painting', 'cartoon', 'photo']",0.2,ERM+NC,0.6211706599599436,0.5682634730538922,1.7604741156101227,1.8630148247357718
['sketch'],"['art_painting', 'cartoon', 'photo']",0.2,CORAL,0.6098044498673302,0.5694610778443113,1.766180728872617,1.8613621008362966
['sketch'],"['art_painting', 'cartoon', 'photo']",0.2,CORAL+NC,0.6184816799847405,0.5688622754491018,1.7567404011885326,1.8667226786328752
['sketch'],"['art_painting', 'cartoon', 'photo']",0.5,ERM,0.6294184235783978,0.5730538922155689,1.5348964147880428,1.7434220187852325
['sketch'],"['art_painting', 'cartoon', 'photo']",0.5,ERM+NC,0.6297876509938741,0.5724550898203593,1.5515744432074126,1.7520244453918246
['sketch'],"['art_painting', 'cartoon', 'photo']",0.5,CORAL,0.6290997689454709,0.5718562874251497,1.5367962610526162,1.7507419578994101
['sketch'],"['art_painting', 'cartoon', 'photo']",0.5,CORAL+NC,0.6302364920063882,0.5724550898203593,1.543181278666512,1.7468118927742424
['sketch'],"['art_painting', 'cartoon', 'photo']",0.8,ERM,0.6297687641195852,0.5724550898203593,1.3739350304311635,1.646292890128126
['sketch'],"['art_painting', 'cartoon', 'photo']",0.8,ERM+NC,0.6276760319218645,0.5718562874251497,1.3684938914921818,1.634728430968088
['sketch'],"['art_painting', 'cartoon', 'photo']",0.8,CORAL,0.6303170389702677,0.5724550898203593,1.363626397385889,1.6343829527540992
['sketch'],"['art_painting', 'cartoon', 'photo']",0.8,CORAL+NC,0.6304797993869343,0.5724550898203593,1.375907807934041,1.6387537510221903
